id,database,search_date,title,authors,year,journal_conference,doi,abstract_snippet,es_score,es_id
R2293,Semantic Scholar,2026-01-21,MRI-based Treatment Planning for Proton Radiotherapy: Dosimetric Validation of a Deep Learning-based Liver Synthetic CT Generation Method,Yingzi Liu; Y. Lei; Yinan Wang; Tonghe Wang; L. Ren; Liyong Lin et al.,2019,Physics in Medicine and Biology,10.1088/1361-6560/ab25bc,"Magnetic resonance imaging (MRI) has been widely used in combination with computed tomography (CT) radiation therapy because MRI improves the accuracy and reliability of target delineation due to its superior soft tissue contrast over CT. The MRI-only treatment process is currently an active field of research since it could eliminate systematic MR-CT co-registration errors, reduce medical cost, avoid diagnostic radiation exposure, and simplify clinical workflow. The purpose of this work is to validate the application of a deep learning-based method for abdominal synthetic CT (sCT) generation by image evaluation and dosimetric assessment in a commercial proton pencil beam treatment planning system (TPS). This study proposes to integrate dense block into a 3D cycle-consistent generative adversarial networks (cycle GAN) framework in an effort to effectively learn the nonlinear mapping between MRI and CT pairs. A cohort of 21 patients with co-registered CT and MR pairs were used to test the deep learning-based sCT image quality by leave-one-out cross validation. The CT image quality, dosimetric accuracy and the distal range fidelity were rigorously checked, using side-by-side comparison against the corresponding original CT images. The average mean absolute error (MAE) was 72.87  ±  18.16 HU. The relative differences of the statistics of the PTV dose volume histogram (DVH) metrics between sCT and CT were generally less than 1%. Mean 3D gamma analysis passing rate of 1 mm/1%, 2 mm/2%, 3 mm/3% criteria with 10% dose threshold were 90.76%  ±  5.94%, 96.98%  ±  2.93% and 99.37%  ±  0.99%, respectively. The median, mean and standard deviation of absolute maximum range differences were 0.170 cm, 0.186 cm and 0.155 cm. The image similarity, dosimetric and distal range agreement between sCT and original CT suggests the feasibility of further development of an MRI-only workflow for liver proton radiotherapy.",7.867907,2292
R0957,PubMed,2026-01-21,Medical Images Segmentation for Lung Cancer Diagnosis Based on Deep Learning Architectures.,Said Y; Alsheikhy AA; Shawly T; Lahza H,2023,"Diagnostics (Basel, Switzerland)",10.3390/diagnostics13030546,"Lung cancer presents one of the leading causes of mortalities for people around the world. Lung image analysis and segmentation are one of the primary steps used for early diagnosis of cancer. Handcrafted medical imaging segmentation presents a very time-consuming task for radiation oncologists. To address this problem, we propose in this work to develop a full and entire system used for early diagnosis of lung cancer in CT scan imaging. The proposed lung cancer diagnosis system is composed of two main parts: the first part is used for segmentation developed on top of the UNETR network, and the second part is a classification part used to classify the output segmentation part, either benign or malignant, developed on top of the self-supervised network. The proposed system presents a powerful tool for early diagnosing and combatting lung cancer using 3D-input CT scan data. Extensive experiments have been performed to contribute to better segmentation and classification results. Training and testing experiments have been performed using the Decathlon dataset. Experimental results have been conducted to new state-of-the-art performances: segmentation accuracy of 97.83%, and 98.77% as classification accuracy. The proposed system presents a new powerful tool to use for early diagnosing and combatting lung cancer using 3D-input CT scan data.",7.8548613,956
R0114,PubMed,2026-01-21,AI-based non-invasive profiling of the tumor immune microenvironment using longitudinal CT radiomics predicts immunotherapy response in lung cancer.,Liu G; Zhang X; He Y; Liang D; Xie S; Zhang N et al.,2025,Frontiers in immunology,10.3389/fimmu.2025.1664726,"Despite advances in immunotherapy, durable responses in lung cancer remain limited to a subset of patients, underscoring the need for biomarkers capturing spatial immune-tumor interactions. Current methods, such as PD-L1 immunohistochemistry, suffer from sampling bias and fail to decode dynamic immune evasion mechanisms non-invasively. We developed a radiomics framework integrating longitudinal tumor growth kinetics (log volume change rate, LVCR) with deep learning to: (1) delineate tumors via medical knowledge-guided segmentation; and (2) derive an Immune Evasion Score (IES) predicting immunosuppressive niches. The model employs immune-aware attention gates (IAAG) to prioritize regions associated with aggressive growth (high LVCR) and immune evasion. Validated on 420 CT scans, our approach achieved superior segmentation accuracy (Dice=0.7728 ± 0.03; HD95 = 9.8 ± 1.5 mm) over existing models. Critically, the IES predicted PD-L1 expression (AUC = 0.85; *p*<0.001) and CD8+ T-cell exclusion (*p*<0.01). High IES correlated with rapid immunotherapy progression (HR = 2.3, *p*=0.004), and spatial analysis confirmed 72.3% concordance between IAAG-prioritized regions and pathological PD-L1+ niches. This work establishes a non-invasive paradigm for mapping immunosuppressive microenvironments, bridging precision radiotherapy with immunotherapy personalization. The IES provides a dynamic biomarker of immune evasion, potentially guiding patient stratification for checkpoint inhibitors.",7.8187213,113
R0742,PubMed,2026-01-21,Volumetric tumor tracking from a single cone-beam X-ray projection image enabled by deep learning.,Dai J; Dong G; Zhang C; He W; Liu L; Wang T et al.,2024,Medical image analysis,10.1016/j.media.2023.102998,"Radiotherapy serves as a pivotal treatment modality for malignant tumors. However, the accuracy of radiotherapy is significantly compromised due to respiratory-induced fluctuations in the size, shape, and position of the tumor. To address this challenge, we introduce a deep learning-anchored, volumetric tumor tracking methodology that employs single-angle X-ray projection images. This process involves aligning the intraoperative two-dimensional (2D) X-ray images with the pre-treatment three-dimensional (3D) planning Computed Tomography (CT) scans, enabling the extraction of the 3D tumor position and segmentation. Prior to therapy, a bespoke patient-specific tumor tracking model is formulated, leveraging a hybrid data augmentation, style correction, and registration network to create a mapping from single-angle 2D X-ray images to the corresponding 3D tumors. During the treatment phase, real-time X-ray images are fed into the trained model, producing the respective 3D tumor positioning. Rigorous validation conducted on actual patient lung data and lung phantoms attests to the high localization precision of our method at lowered radiation doses, thus heralding promising strides towards enhancing the precision of radiotherapy.",7.7467613,741
R2034,Semantic Scholar,2026-01-21,A deep learning-based precision volume calculation approach for kidney and tumor segmentation on computed tomography images,Chiu-Han Hsiao; Tzu-Lung Sun; Ping-Cherng Lin; Tsung-Yu Peng; Yu-Hsin Chen; C. Cheng et al.,2022,Comput. Methods Programs Biomed.,10.1016/j.cmpb.2022.106861,,7.7423124,2033
R0103,PubMed,2026-01-21,Deep learning with attention modules and residual transformations improves hepatocellular carcinoma (HCC) differentiation using multiphase CT.,Wang Y; Jian W; Yuan Z; Guan F; Carlson D,2025,Precision radiation oncology,10.1002/pro6.70003,"We hypothesize generative adversarial networks (GAN) combined with self-attention (SA) and aggregated residual transformations (ResNeXt) perform better than conventional deep learning models in differentiating hepatocellular carcinoma (HCC). Attention modules facilitate concentrating on salient features and suppressing redundancies, while residual transformations can reuse relevant features. Therefore, we aim to propose a GAN+SA+ResNeXt deep learning model to improve HCC prediction accuracy. 228 multiphase CTs from 57 patients were retrospectively analyzed with local IRB's approval, where 30 patients were pathologically confirmed with HCC and the rest 27 were non-HCC. Pre-processing of automatic liver segmentation and Hounsfield unit (HU) normalization was performed, followed by deep learning training with five-fold cross validation in a conventional 3D GAN, a 3D GAN+A, and a 3D GAN+A+ ResNeXt, respectively (training: testing ∼ 4:1). Area under receiver operating characteristics curves (AUROC), accuracy, sensitivity and specificity of HCC prediction were evaluated. Results showed the proposed method had larger AUROC (95%), better accuracy (91%) and sensitivity (93%) with acceptable specificity (88%) and prediction time (0.04s). Deep GAN with attentions and residual transformations for HCC diagnosis using multiphase CT is feasible and favorable with improved accuracy and efficiency, which harbors clinical potentials in differentiating HCC from other benign or malignant liver lesions.",7.70931,102
R0598,PubMed,2026-01-21,Deep causal learning for pancreatic cancer segmentation in CT sequences.,Li C; Mao Y; Liang S; Li J; Wang Y; Guo Y,2024,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2024.106294,"Segmenting the irregular pancreas and inconspicuous tumor simultaneously is an essential but challenging step in diagnosing pancreatic cancer. Current deep-learning (DL) methods usually segment the pancreas or tumor independently using mixed image features, which are disrupted by surrounding complex and low-contrast background tissues. Here, we proposed a deep causal learning framework named CausegNet for pancreas and tumor co-segmentation in 3D CT sequences. Specifically, a causality-aware module and a counterfactual loss are employed to enhance the DL network's comprehension of the anatomical causal relationship between the foreground elements (pancreas and tumor) and the background. By integrating causality into CausegNet, the network focuses solely on extracting intrinsic foreground causal features while effectively learning the potential causality between the pancreas and the tumor. Then based on the extracted causal features, CausegNet applies a counterfactual inference to significantly reduce the background interference and sequentially search for pancreas and tumor from the foreground. Consequently, our approach can handle deformable pancreas and obscure tumors, resulting in superior co-segmentation performance in both public and real clinical datasets, achieving the highest pancreas/tumor Dice coefficients of 86.67%/84.28%. The visualized features and anti-noise experiments further demonstrate the causal interpretability and stability of our method. Furthermore, our approach improves the accuracy and sensitivity of downstream pancreatic cancer risk assessment task by 12.50% and 50.00%, respectively, compared to experienced clinicians, indicating promising clinical applications.",7.504804,597
R0504,PubMed,2026-01-21,Artificial intelligence-driven volumetric CT outcome score in cystic fibrosis: longitudinal and multicenter validation with/without modulators treatment.,Hadj Bouzid AI; Bui S; Benlala I; Berger P; Hutt A; Liberge R et al.,2025,European radiology,10.1007/s00330-024-11019-5,"Holistic segmentation of CT structural alterations with 3D deep learning has recently been described in cystic fibrosis (CF), allowing the measurement of normalized volumes of airway abnormalities (NOVAA-CT) as an automated quantitative outcome. Clinical validations are needed, including longitudinal and multicenter evaluations. The validation study was retrospective between 2010 and 2023. CF patients undergoing Elexacaftor/Tezacaftor/Ivacaftor (ETI) or corticosteroids for allergic broncho-pulmonary aspergillosis (ABPA) composed the monocenter ETI and ABPA groups, respectively. Patients from six geographically distinct institutions composed a multicenter external group. All patients had completed CT and pulmonary function test (PFT), with a second assessment at 1 year in case of ETI or ABPA treatment. NOVAA-CT quantified bronchiectasis, peribronchial thickening, bronchial mucus, bronchiolar mucus, collapse/consolidation, and their overall total abnormal volume (TAV). Two observers evaluated the visual Bhalla score. A total of 139 CF patients (median age, 15 years [interquartile range: 13-25]) were evaluated. All correlations between NOVAA-CT to both PFT and Bhalla score were significant in the ETI (n = 60), ABPA (n = 20), and External groups (n = 59), such as the normalized TAV (ρ ≥ 0.76; p < 0.001). In both ETI and ABPA groups, there were significant longitudinal improvements in peribronchial thickening, bronchial mucus, bronchiolar mucus and collapse/consolidation (p ≤ 0.001). An additional reversibility in bronchiectasis volume was quantified with ETI (p < 0.001). Intraclass correlation coefficient of reproducibility was > 0.99. NOVAA-CT automated scoring demonstrates validity, reliability and responsiveness for monitoring CF severity over an entire lung and quantifies therapeutic effects on lung structure at CT, such as the volumetric reversibility of airway abnormalities with ETI. Normalized volume of airway abnormalities at CT automated 3D outcome enables objective, reproducible, and holistic monitoring of cystic fibrosis severity over an entire lung for management and endpoints during therapeutic trials. Visual scoring methods lack sensitivity and reproducibility to assess longitudinal bronchial changes in cystic fibrosis (CF). AI-driven volumetric CT scoring correlates longitudinally to disease severity and reliably improves with Elexacaftor/Tezacaftor/Ivacaftor or corticosteroid treatments. AI-driven volumetric CT scoring enables reproducible monitoring of lung disease severity in CF and quantifies longitudinal structural therapeutic effects.",7.4814525,503
R0118,PubMed,2026-01-21,Effect of reconstruction settings on radiomics feature robustness in positron emission tomography images: a clinical study.,Liu Y; Wang G; Yan X; Wang H; Li T; Yang S et al.,2025,Quantitative imaging in medicine and surgery,10.21037/qims-2025-958,"Radiomic features are sensitive to changes in reconstruction methods and image acquisition, and thus assessing the influence of advanced reconstruction methods on radiomics features reliability is crucial. This study aimed to investigate the robustness of different positron emission tomography-computed tomography (PET/CT) radiomic features under different reconstruction settings among patients with lung cancer. Sixty-two patients with lung lesions who underwent whole-body 18F-fluorodeoxyglucose (<sup>18</sup>F-FDG) PET/CT were retrospectively included, with lesion volumes of interests (VOIs) delineated on CT images in 58 patients. PET images were reconstructed with different reconstruction algorithms including traditional ordered subset expectation maximization (OSEM), Hyper Iterative, a Bayesian penalized-likelihood iterative reconstruction algorithm, and Hyper deep progressive reconstruction (DPR), a deep learning-based progressive image reconstruction method. In addition to varying the reconstruction algorithms, β parameters (for Hyper Iterative), and acquisition durations, we also analyzed nonoverlapping 30-s segments (0-30, 31-60, 61-90, and 91-120 s) reconstructed using OSEM to assess the impact of count statistics. Lesions were delineated based on CT images in 58 patients, and 106 radiomic features were extracted. The coefficient of variation (COV) and concordance correlation coefficient (CCC) combined with percentage difference (%Diff) were calculated for each feature across different parameters to evaluate their stability and reproducibility. Correlation analysis showed significantly positive correlations in COV values across the five analysis groups-ReconGroup (different algorithms), HI-Para (different β values in Hyper Iterative), OSEM-Time (OSEM varying acquisition times), HI-Time (Hyper Iterative varying acquisition times), and DPR-Time (DPR varying acquisition times)-indicating inherent stability of feature variability (all P values <0.001). A total of 27 robust features were identified with consistently low variability (COV ≤5%) and high reproducibility (CCC> 0.8 and -10< %Diff <10) across changes in algorithms, parameter settings, and acquisition times. These included intensity-based features such as standardized uptake value (SUV) mean, total lesion glycolysis (TLG), and several specific second-order metrics. Analysis of four nonoverlapping 30-s temporal segments revealed 10 features with COV ≤5% and 72 features with CCC >0.8 and 10< %Diff <10 across all six pairwise comparisons. No statistically significant differences were observed for the average COV between the three algorithms, while the CCC values differed significantly between the algorithms at each acquisition duration (all P values <0.001), with different algorithms demonstrating higher reproducibility under different short-duration conditions. These findings suggest that certain radiomic features exhibit high robustness across reconstruction algorithms, parameter settings, acquisition durations, and count statistics. Joint consideration of reconstruction, segmentation, and feature selection is essential to ensuring reproducibility in radiomics workflows. Certain features hold promise for robust tumor quantification in multicenter studies, longitudinal monitoring, and prospective trials, where imaging protocols may vary, making them strong candidates for standardized imaging biomarkers in routine clinical workflows and research settings.",7.305886,117
R0338,PubMed,2026-01-21,TriSwinUNETR lobe segmentation model for computing DIR-free CT-ventilation.,Nomura GRO; Luong AT; Prakash A; Alemand A; Bhowmick T; Ali A et al.,2025,Frontiers in oncology,10.3389/fonc.2025.1475133,"Functional radiotherapy avoids the delivery of high-radiation dosages to high-ventilated lung areas. Methods to determine CT-ventilation imaging (CTVI) typically rely on deformable image registration (DIR) to calculate volume changes within inhale/exhale CT image pairs. Since DIR is a non-trivial task that can bias CTVI, we hypothesize that lung volume changes needed to calculate CTVI can be computed from AI-driven lobe segmentations in inhale/exhale phases, without DIR. We utilize a novel lobe segmentation pipeline (TriSwinUNETR), and the resulting inhale/exhale lobe volumes are used to calculate CTVI. Our pipeline involves three SwinUNETR networks, each trained on 6,501 CT image pairs from the COPDGene study. An initial network provides right/left lung segmentations used to define bounding boxes for each lung. Bounding boxes are resized to focus on lung volumes and then lobes are segmented with dedicated right and left SwinUNETR networks. Fine-tuning was conducted on CTs from 11 patients treated with radiotherapy for non-small cell lung cancer. Five-fold cross-validation was then performed on 51 LUNA16 cases with manually delineated ground truth. Breathing-induced volume change was calculated for each lobe using AI-defined lobe volumes from inhale/exhale phases, without DIR. Resulting lobar CTVI values were validated with 4DCT and positron emission tomography (PET)-Galligas ventilation imaging for 19 lung cancer patients. Spatial Spearman correlation between TriSwinUNETR lobe ventilation and ground-truth PET-Galligas ventilation was calculated for each patient. TriSwinUNETR achieved a state-of-the-art mean Dice score of 93.72% (RUL: 93.49%, RML: 85.78%, RLL: 95.65%, LUL: 97.12%, LLL: 96.58%), outperforming best-reported accuracy of 92.81% for the lobe segmentation task. CTVI calculations yielded a median Spearman correlation coefficient of 0.9 across 19 cases, with 13 cases exhibiting correlations of at least 0.5, indicating strong agreement with PET-Galligas ventilation. Our TriSwinUNETR pipeline demonstrated superior performance in the lobe segmentation task, while our segmentation-based CTVI exhibited strong agreement with PET-Galligas ventilation. Moreover, as our approach leverages deep-learning for segmentation, it provides interpretable ventilation results and facilitates quality assurance, thereby reducing reliance on DIR.",7.2710285,337
R0336,PubMed,2026-01-21,Unsupervised 3D Lung Segmentation by Leveraging 2D Segment Anything Model.,Liu T; Wei Q; Chen J; Liu W; Huang W; Srivastava R et al.,2024,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC53108.2024.10782129,"Lung segmentation is the first important step for lung nodule detection and lung cancer analysis. Deep neural networks have achieved state-of-the-art for most tasks in medical image analysis, including lung segmentation. However, training a deep learning model requires a large amount of annotated samples, which is not practical in medical imaging. In this study, we make efforts to perform unsupervised lung segmentation on 3D lung CT data by leveraging foundational 2D segment anything model (SAM). The approach utilizes SAM to segment 2D slides and generate 2D masks, then reconstruct multiple 2D masks from the same subject into one 3D mask. In such a way, we can train a 3D lung segmentation model by using the reconstructed 3D masks without the requirement of any ground truth annotations, namely, in an unsupervised manner. The evaluation on LUNA16 dataset shows our proposed unsupervised 3D model achieves comparable results with enhanced stability compared to the supervised one trained with ground truth annotations.",7.2253284,335
R0102,PubMed,2026-01-21,AI-derived body composition analysis reveals muscle volume and metformin-associated adipose effects and the obesity paradox in non-small cell lung cancer.,Wang X; Hata A; Wada N; Song J; Fukuda T; Nakamura Y et al.,2025,EBioMedicine,10.1016/j.ebiom.2025.105995,"Body composition is emerging as a prognostic factor in cancer, with metformin showing potential antitumour effects in patients with obesity and non-small cell lung cancer (NSCLC). We aimed to determine which specific body composition components drive survival differences in different patient subgroups and explore underlying molecular mechanisms. In this retrospective cohort study, we analysed 1275 patients with confirmed NSCLC diagnosis and available chest CT imaging for body composition analysis at the Massachusetts General Hospital. Six body composition parameters (muscle density and volume, visceral adipose tissue [VAT], subcutaneous adipose tissue [SAT], VAT/SAT ratio, and intramuscular adipose tissue [IMAT]) were quantified using validated CNN-based segmentation algorithms from baseline CT scans. The primary outcome was overall survival (OS), assessed from diagnosis until death or last follow-up. Associations with OS were analysed using multivariable Cox proportional hazards model, followed by subgroup analyses by sex, BMI, diabetes, and metformin use. Circulating cytokine levels (n = 93) and oncogenic driver mutations (n = 646) from the imaging cohort and comprehensive tumour mutation profiles from an independent Memorial Sloan Kettering Cancer Center cohort (n = 5363) were analysed for mechanistic insights. Muscle volume demonstrated a dose-response relationship with OS (T2 vs. T1: HR = 0.78, 95% CI: 0.65-0.94; T3 vs. T1: HR = 0.71, 95% CI: 0.57-0.88) and the effect was intensified in patients with a BMI ≥25 kg/m<sup>2</sup> (T2 vs. T1: HR = 0.64, 95% CI: 0.49-0.85; T3 vs. T1: HR = 0.56, 95% CI: 0.41-0.77) and with diabetes (T2 vs. T1: HR = 0.61, 95% CI: 0.39-0.97; T3 vs. T1: HR = 0.50, 95% CI: 0.30-0.84). Higher SAT volume (T2 vs. T1: HR = 0.48, 95% CI: 0.26-0.88; T3 vs. T1: HR = 0.42, 95% CI: 0.21-0.83) and IMAT (T2 vs. T1: HR = 0.52, 95% CI: 0.28-0.97; T3 vs. T1: HR = 0.42, 95% CI: 0.22-0.82) predicted prolonged OS specifically in patients who have used metformin. Genomic analysis revealed that KRAS mutation was significantly enriched in patients with higher SAT, VAT and BMI ≥25 kg/m<sup>2</sup> while EGFR mutation was enriched in patients with lower SAT, IMAT and BMI <25 kg/m<sup>2</sup>. Higher muscle volume consistently predicts improved survival in patients with NSCLC, with enhanced effects in patients with elevated BMI or diabetes. Increased adipose tissue components benefit only metformin users, suggesting drug-specific metabolic interactions. Our work demonstrates the clinical utility of detailed body composition and suggests opportunities for personalised treatment approaches based on comprehensive body composition profiles rather than BMI alone. This work was supported by grants from the National Cancer Institute of the National Institutes of Health: U01CA209414 to X.W. and D.C.C., 1K99CA297010 to X.W.",7.2032247,101
R0452,PubMed,2026-01-21,UNSUPERVISED AIRWAY TREE CLUSTERING WITH DEEP LEARNING: THE MULTI-ETHNIC STUDY OF ATHEROSCLEROSIS (MESA) LUNG STUDY.,Naik SN; Angelini ED; Barr RG; Allen N; Bertoni A; Hoffman EA et al.,2024,Proceedings. IEEE International Symposium on Biomedical Imaging,10.1109/isbi56570.2024.10635651,"High-resolution full lung CT scans now enable the detailed segmentation of airway trees up to the 6th branching generation. The airway binary masks display very complex tree structures that may encode biological information relevant to disease risk and yet remain challenging to exploit via traditional methods such as meshing or skeletonization. Recent clinical studies suggest that some variations in shape patterns and caliber of the human airway tree are highly associated with adverse health outcomes, including all-cause mortality and incident COPD. However, quantitative characterization of variations observed on CT segmented airway tree remain incomplete, as does our understanding of the clinical and developmental implications of such. In this work, we present an unsupervised deep-learning pipeline for feature extraction and clustering of human airway trees, learned directly from projections of 3D airway segmentations. We identify four reproducible and clinically distinct airway sub-types in the MESA Lung CT cohort.",7.0402513,451
R1957,Semantic Scholar,2026-01-21,Effective Segmentation of Liver CT images using Marker Controlled Watershed Algorithm,Mohammad Anwarul Siddique; S. Singh; Moin Hasan,2022,2022 International Conference on Emerging Trends in Engineering and Medical Sciences (ICETEMS),10.1109/ICETEMS56252.2022.10093254,"Many important tasks such as blood purification and removing toxic elements from body are performed by liver which makes it a very vital organ in human body. Changing lifestyle has increased the risk of liver cancer in recent times. Traditional methods of liver cancer detection take more time and it is costly. Therefore, computer aided diagnosis has gained popularity due to their ability to detect cancer in less time along with less costly. Computer aided diagnosis involves processing computed tomography images using some machine learning algorithms or deep learning algorithms. Efficiency of these algorithms depend upon the quality and quantity of input images. Noises are inherent in medical images. Noise can be removed using some pre-processing techniques. Another important step is segmentation, which involves separating unwanted organs from medical images to obtain region of interest. This article presents an effective segmentation technique using Marker Controlled Watershed Algorithm. To evaluate the effectiveness of proposed method dice score, volume overlapping error, relative volume difference, and Jaccard Index are used as evaluation parameters.",6.911972,1956
R0371,PubMed,2026-01-21,Advancing Privacy-Preserving Health Care Analytics and Implementation of the Personal Health Train: Federated Deep Learning Study.,Choudhury A; Volmer L; Martin F; Fijten R; Wee L; Dekker A et al.,2025,JMIR AI,10.2196/60847,"The rapid advancement of deep learning in health care presents significant opportunities for automating complex medical tasks and improving clinical workflows. However, widespread adoption is impeded by data privacy concerns and the necessity for large, diverse datasets across multiple institutions. Federated learning (FL) has emerged as a viable solution, enabling collaborative artificial intelligence model development without sharing individual patient data. To effectively implement FL in health care, robust and secure infrastructures are essential. Developing such federated deep learning frameworks is crucial to harnessing the full potential of artificial intelligence while ensuring patient data privacy and regulatory compliance. The objective is to introduce an innovative FL infrastructure called the Personal Health Train (PHT) that includes the procedural, technical, and governance components needed to implement FL on real-world health care data, including training deep learning neural networks. The study aims to apply this federated deep learning infrastructure to the use case of gross tumor volume segmentation on chest computed tomography images of patients with lung cancer and present the results from a proof-of-concept experiment. The PHT framework addresses the challenges of data privacy when sharing data, by keeping data close to the source and instead bringing the analysis to the data. Technologically, PHT requires 3 interdependent components: ""tracks"" (protected communication channels), ""trains"" (containerized software apps), and ""stations"" (institutional data repositories), which are supported by the open source ""Vantage6"" software. The study applies this federated deep learning infrastructure to the use case of gross tumor volume segmentation on chest computed tomography images of patients with lung cancer, with the introduction of an additional component called the secure aggregation server, where the model averaging is done in a trusted and inaccessible environment. We demonstrated the feasibility of executing deep learning algorithms in a federated manner using PHT and presented the results from a proof-of-concept study. The infrastructure linked 12 hospitals across 8 nations, covering 4 continents, demonstrating the scalability and global reach of the proposed approach. During the execution and training of the deep learning algorithm, no data were shared outside the hospital. The findings of the proof-of-concept study, as well as the implications and limitations of the infrastructure and the results, are discussed. The application of federated deep learning to unstructured medical imaging data, facilitated by the PHT framework and Vantage6 platform, represents a significant advancement in the field. The proposed infrastructure addresses the challenges of data privacy and enables collaborative model development, paving the way for the widespread adoption of deep learning-based tools in the medical domain and beyond. The introduction of the secure aggregation server implied that data leakage problems in FL can be prevented by careful design decisions of the infrastructure. ClinicalTrials.gov NCT05775068; https://clinicaltrials.gov/study/NCT05775068.",6.836899,370
R0940,PubMed,2026-01-21,Dense regression activation maps for lesion segmentation in CT scans of COVID-19 patients.,Xie W; Jacobs C; Charbonnier JP; van Ginneken B,2023,Medical image analysis,10.1016/j.media.2023.102771,"Automatic lesion segmentation on thoracic CT enables rapid quantitative analysis of lung involvement in COVID-19 infections. However, obtaining a large amount of voxel-level annotations for training segmentation networks is prohibitively expensive. Therefore, we propose a weakly-supervised segmentation method based on dense regression activation maps (dRAMs). Most weakly-supervised segmentation approaches exploit class activation maps (CAMs) to localize objects. However, because CAMs were trained for classification, they do not align precisely with the object segmentations. Instead, we produce high-resolution activation maps using dense features from a segmentation network that was trained to estimate a per-lobe lesion percentage. In this way, the network can exploit knowledge regarding the required lesion volume. In addition, we propose an attention neural network module to refine dRAMs, optimized together with the main regression task. We evaluated our algorithm on 90 subjects. Results show our method achieved 70.2% Dice coefficient, substantially outperforming the CAM-based baseline at 48.6%. We published our source code at https://github.com/DIAGNijmegen/bodyct-dram.",6.812698,939
R0690,PubMed,2026-01-21,Applying deep learning to segmentation of murine lung tumors in pre-clinical micro-computed tomography.,Montgomery MK; Duan C; Manzuk L; Chang S; Cubias A; Brun S et al.,2024,Translational oncology,10.1016/j.tranon.2023.101833,"Lung cancer remains a leading cause of cancer-related death, but scientists have made great strides in developing new treatments recently, partly owing to the use of genetically engineered mouse models (GEMMs). GEMM tumors represent a translational model that recapitulates human disease better than implanted models because tumors develop spontaneously in the lungs. However, detection of these tumors relies on in vivo imaging tools, specifically micro-Computed Tomography (micro-CT or µCT), and image analysis can be laborious with high inter-user variability. Here we present a deep learning model trained to perform fully automated segmentation of lung tumors without the interference of other soft tissues. Trained and tested on 100 3D µCT images (18,662 slices) that were manually segmented, the model demonstrated a high correlation to manual segmentations on the testing data (r<sup>2</sup>=0.99, DSC=0.78) and on an independent dataset (n = 12 3D scans or 2328 2D slices, r<sup>2</sup>=0.97, DSC=0.73). In a comparison against manual segmentation performed by multiple analysts, the model (r<sup>2</sup>=0.98, DSC=0.78) performed within inter-reader variability (r<sup>2</sup>=0.79, DSC=0.69) and close to intra-reader variability (r<sup>2</sup>=0.99, DSC=0.82), all while completing 5+ hours of manual segmentations in 1 minute. Finally, when applied to a real-world longitudinal study (n = 55 mice), the model successfully detected tumor progression over time and the differences in tumor burden between groups induced with different virus titers, aligning well with more traditional analysis methods. In conclusion, we have developed a deep learning model which can perform fast, accurate, and fully automated segmentation of µCT scans of murine lung tumors.",6.790497,689
R1522,arXiv,2026-01-21,Exploiting full Resolution Feature Context for Liver Tumor and Vessel Segmentation via Integrate Framework: Application to Liver Tumor and Vessel 3D Reconstruction under embedded microprocessor,Xiangyu Meng; Xudong Zhang; Gan Wang; Ying Zhang; Xin Shi; Huanhuan Dai et al.,2021,arXiv:2111.13299v4,http://arxiv.org/abs/2111.13299v4,"Liver cancer is one of the most common malignant diseases in the world. Segmentation and labeling of liver tumors and blood vessels in CT images can provide convenience for doctors in liver tumor diagnosis and surgical intervention. In the past decades, many state-of-the-art medical image segmentation algorithms appeared during this period. With the development of embedded devices, embedded deployment for medical segmentation and automatic reconstruction brings prospects for future automated surgical tasks. Yet, most of the existing segmentation methods mostly care about the spatial feature context and have a perception defect in the semantic relevance of medical images, which significantly affects the segmentation accuracy of liver tumors and blood vessels. Deploying large and complex models into embedded devices requires a reasonable trade-off between model accuracy, reasoning speed and model capacity. Given these problems, we introduce a multi-scale feature fusion network called TransFusionNet based on Transformer. This network achieved very competitive performance for liver vessel and liver tumor segmentation tasks, meanwhile it can improve the recognition of morphologic margins of liver tumors by exploiting the global information of CT images. Experiments show that in vessel segmentation task TransFusionNet achieved mean Dice coefficients of 0.899 and in liver tumor segmentation task TransFusionNet achieved mean Dice coefficients of 0.961. Compared with the state-of-the-art framework, our model achieves the best segmentation result. In addition, we deployed the model into an embedded micro-structure and constructed an integrated model for liver tumor vascular segmentation and reconstruction. This proprietary structure will be the exclusive component of the future medical field.",6.7233,1521
